product,date,title,rating,body
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 16, 2017",Great Product!!,5.0,great product! I love how much stuff i get out of this at such great price! delivery was fast and the camera and app is very easy to install. One of the best feature is when I get a selfie alert notification when my dog is near it. She constantly stares at it waiting for her treat when i'm at work! She makes me look at my phone everytime i hear a beep. 5 stars!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on June 26, 2018",Purrrrfect!,5.0,"Really easy to set up! I got this for my cat to help with separation anxiety (mine, not hers LOL) The video quality is amazing, and I like the volume control (my kitty is 17, so I was able to turn it up enough for her to hear me!), and I love being able to give her treats from work, or across the world when I travel! I'd love to see an app update that gives you the option to pick the type of animal, so that anywhere in the app where it uses the word dog, it could automatically replace it with cat/bird/hamster ect."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 21, 2018",Getting worse and worse connection,1.0,"Seems to be waste moneyFurbo always says lower resolution to better connectionI'm using  720P resolution on my Furbo  but it very often make bad connectionso, I've change it to 360P but nothing betterI suspect my internet service speedbut I'm using a couple of 8ch of 1080P resolution cloud  it always make good connection which meansmy internet service is not the problemI think Furbo have to use better or upgrade server"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 3, 2019",Awesome camera! Multiple uses!,5.0,"I bought this and I don’t have a dog. I used it to spy on my wife, put it in the living room. She thinks it a a lamp... I know right. But now she is out of my life because thanks to this camera, I have hard evidence that she was sitting on the couch when she should have been cooking the roast."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 27, 2019",Sur le long therme = certaines fonctions lâchent,2.0,"Merveilleux appareil, facile d'utilisation et à démarrer...Malheureusement au fil du temps la possibilité d'utiliser le micro pour parler à mes chiens à distance a lâchée. ET Maintenant je ne peux plus lancer de friandises à distance. Seule la caméra et l'alerte d'aboiement fonctionnent. Si lors de l'achat je donnais 5 étoiles...Maintenant je passe à 2 étant donné que certaines fonctions ont cessées de fonctionner après seulement 2 ans. Considérant le prix j'avais espéré  que le tout fonctionnerait pour des années"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 16, 2020",Discconet,1.0,Waste of money and timeThe product worked just for couple of hours and then disconnectedI tried to connect it again but not at allIt made more worry about my puppy while I was outside by getting disconnectI should have trust the reviews but I gave them a wrong chance
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 31, 2019",Fun and security all in one,5.0,"This product is amazing! It’s like you are there with your dog with the 2 way communication. The treat thrower is very fun, the person alerts and doggie diary that shows what he did all day are great! The only downfall is the monthly subscription of $8.99 cdn a month or $89 a year if you want the alerts. I find this steep as my nest security cameras only cost $50 a year."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 14, 2019",Fantastic purchase but minor bugs,4.0,This thing is so great!! Our Bernese mix dog suffers from separation anxiety and unfortunately does not do well being crated. We’ve let her free roam the house but found that she is very destructive towards our furniture and belongings. This camera is truly a godsend for us. I love that we are able to check in on her to see what she’s up to throughout the day and it’s also great that we can speak to her and toss her treats so she doesn’t get too anxious/bored which leads to her destructiveness.The night vision setting is also very handy as well and I feel like it’s a definite bonus to have.Reason I’m only giving it 4 stars is because the app itself absolutely drains my phone battery like no ones business (although this might just be an issue with my phone) and I do have trouble sometimes syncing with the camera when I do pull up the camera on the app - sometimes it takes forever to connect.All in all a great purchase! I’ve recommended this product to all my fellow doggie friends who think it’s so neat that we can watch her in real time and to toss treats to her haha.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 19, 2019",We Love It!,5.0,"This is the perfect way to ease our minds when we have to be away from our fur babies. We can see them, talk to them, and even throw them a treat (which they LOVE). I also love the person and alarm features—they really ease our minds, not just when the dogs are home alone, but even when we left for vacation! Overall, a top-notch product that we really rave about (and recommend to literally every pet owner we know)."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 25, 2019",The best purchase I have ever made!,5.0,"This product is absolutely amazing. It is worth every penny. I have used it for almost 2 weeks on my 1 year old double doodle. The furbo was packaged very nicely, it is very easy to use, I can talk to my doodle at work, toss him treats, and it notifies me when he barks, moves, misses me. It’s excellent for security purposes as well. When there is a person in front of the camera it immediately notifies me and asks me if I would like to check in. This is the perfect gift for any dog lover. Awesome product! The only down side is that it is only good for 1 room but that’s ok I LOVE this product."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 13, 2020",My dad is in the hospital and this is the perfect way for him to still interact with our dogs,4.0,"Pretty much exactly what the title states. My dad has been in the hospital since before Christmas and was diagnosed with Cancer on Christmas Eve. With the Furbo I was able to give him the gift of interacting with the boys, even from his Hospital bed. Him and his Border Collie are attached at the hip, so he uses the Furbo at least once a day to talk to his boys. Best Christmas gift I could have given him. Thank you for making our lives just a little bit easier during this extremely scary and challenging time in our lives. (My dad is only 53 by the way)"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 20, 2020",MANY ISSUES AFTER YEARS OF USE,1.0,"Furbo worked well for a few years, then they came out with a new app and it has failed continuously since.  I would not recommend this until they fix their issues, its fails to connect even after running for a while, it goes down all the time, will run for a few days and you think you fixed it, then its gone again..."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 25, 2018",Awesome Product,4.0,"I ordered the Furbo for my husband as he spend alot of time away and I thought it would be nice for him to be able to interact with our pugs whilst away. It works great and the dogs are responding well to it. I love that we can record our own voice messages for the treat dispenser too. The camera is great. App is easy to use. Love that I can log in also. Some things that were disappointing, I ordered it for Xmas and didn't order any treats as it said it would come with a 'sample pack'. We didn't get a sample pack so had to use kibble. I would like to know why we never got the samples? Also, there are no instructions in the box and we had lots of questions which we had to Google which was awkward as there was a lot of updates to download at first and the initial setup was slow and our phones froze alot due to it."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 14, 2018",The best thing I ever bought for me and my dog!,5.0,"I am a person who is so bonded to my golden retriever I worry about him all the time while I’m at work. I’m always wondering if he’s happy or sad while I’m away. This FUrbo machine is so amazing! It has reduced a lot of my anxiety about leaving him home alone. I now know that he’s sleeping beside my couch or he’s waiting at the door for me. I also know when someone is at my door or when my friend comes over to play with him. I can check on him at any time. I will advise you though please don’t make the mistake I made. Don’t use the microphone to talk with your pet. My fur baby searched everywhere for me and was crying/ barking for me. He thought I was hiding somewhere at home and it actually really stressed him out. So now I only use this device/ machine/ app to watch and observe how his day is. Also, the treat dispenser completely freaks him out and scares him. It shoots treats across the room which I thought was really cool! My dog runs away and then comes back and growls at it and then hides. So I don’t use that at all. The best things about FUrbo is 1.) I know everything about my dogs day and how much activity he needs when I’m home. 2.) I know if anyone comes over or goes to my back door. 3.) I know if my dog is barking. 4.) it takes really awesome 10 second videos of my dog and his day. I LOVE that! I would buy this again as it was worth every cent!!! I show everyone and tell everyone how it works. If I were rich I would buy one for everyone I know that has a dog. Amazing!!!! The set up was so easy as well! Nothing complicated."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 12, 2020",The worst thing ever.,4.0,"My sister bought this for my father for Christmas in order for him to feed his dog. He has mobility issues but really likes to try and buy his dog's affection by giving her treats. This machine was basically the worst thing ever. The dog kept barking at the machine non-stop. My father kept telling furbo to spit out treats non stop. In the end,  dog became over weight and my father spent more on treats than he ever had before. Therefor, I wouldn't recommend this to any pet owner who cares about their pet."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 8, 2019","Great hardware, awful app",3.0,"Dog camera, bark detection, treat tossing - everything is amazing. Except god awful app. First, it looks and feels horrible on iOS. I doubt it’s a native app, seems like a webpage bundled into app. But visuals are not the main issue here. App is not supported on iPad. It’s a firs app in 5 years which does not support iPad natively. UI is horrible. Sometimes it getting stuck in wrong orientation making it unusable and requiring to restart the app. There’s so many features which could be added here, but it seems like manufacturer doesn’t understand that hardware only as great as software you access it with"
