product,date,title,rating,body
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 4, 2020",The Furbo is a great addition to our home.,5.0,We are new pet owners and the Furbo has been a great addition to our home. The picture quality is good and the treat tossing has made life so much easier for those time when we are away from home.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 16, 2019",Amazing Product!!,5.0,"I am using this for my young cat who is anxious when i leave the house.  I enjoy watching him to see how calm he is during the day.  It took a few trials before he wasn't spooked by the treats tossing out of the Furbo but now he is quite comfortable when he hears my voice that I recorded.  The service department is outstanding, answering any questions. This is definitely worth the value!!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 14, 2020",My dog loves it,4.0,"Works well, have to use low video settings to get connected most of the time, but even low settings are good quality, the bark alert is great"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 10, 2018",Love it!,5.0,"Just received my yesterday, but so .. I LOVE it! Great quality! Love how I can hear in my house and talk to my dog if need be. I like the treat tossing feature as well. I can see how it is something you might want to slowly ease your pet into , to make sure they do not get afraid of the it when they hear your voice. My dog has separation anxiety and I think this will most defiantly come in handy! Crazy dog lovers like me should LOVE this! :)"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 27, 2017",I personally love it and would recommend it to anyone,5.0,My 2 year old dog loves this. My 10 year old dog not so much. He is afraid of it and when you hit it to send a treat he howls and runs through the house. I personally love it and would recommend it to anyone. I have only had it operation for a day and everyone I show the Furbo to  they love it as well.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2017",Awesome device,5.0,What a great product. We had an issue with our first one and it was replaced immediately. Customer service is the best. The furbo is probably one of the best toys I have ever had. My dog loves it. It's nice to be able to talk to him when we're out and he barks. The notification works really well. The camera is amazing quality and so is the night vision. Great pictures. I would recommend this product to anyone who has a dog. Thank you Furbo.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 19, 2019",i can watch my dogs,4.0,i have 6 dogs 2 chichuas a shishu an two cane corsos itilian mastiffs an a valley bulldog. so this is awesome i can look from anywhere just to say hi give them treats an just talk to them. of course the two biggest dogs are scared of it. but coming around now they no moms voice an treats come from it. so overall love it.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 6, 2019",Best purchase!,5.0,"Amazing!! Exactly as described. Love the fact that at any time I can open the app and see a live feed of my dog, Winnie. I also get notified any time there is a loud noise (bark).  Furbo gives lots of tips to help ease your dog into loving furbo. Everytime a treat is tossed, it makes a dispensing noise which Winnie was afraid of at first. Thanks to their tips, she is no longer afraid!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 3, 2019",Great for my 4 cats and for home security !,5.0,"This is a great camera. Has sound and good pictures.Can call all my pets or just one. If we are away, we can push a button on the smart phone and treats shoot out the camera.....wonderful technology !!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 20, 2020",Lots of fun for dog lovers!,5.0,The Furbo is a lot of fun! I wish the camera was move able and not fixed but covers a pretty good area and the treat toss is hilarious!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 13, 2017",The audio and camera quality is really awesome. This is such a convenient way to check ...,5.0,So far I am loving my Furbo and so are Butters and Kenny my pups. The audio and camera quality is really awesome. This is such a convenient way to check up on my pups when I have left them home alone. I'm so lucky I can bring my dogs into my office most days however that means when I do have to leave them at home I have such guilt so having this cool way to check up on them is really cool. Needless to say Butters and Kenny really love the treat tossing aspect which works well.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 11, 2019",Only worked for two months,1.0,Bought this for my husband for Christmas.  It stopped working after 2 months
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 30, 2020",Huge Furbo Fan!,5.0,"Love love this product! Charlie loves getting the treats and it makes me feel connected when I am at work. Also he was destroying a new pillow and I got on the mic and asked him to stop. He stopped! The safety feature re: person spotted, fire, and carbon is better than an alarm system! So much fun for me to toss treats and for Charlie to eat the treats!!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 5, 2020",Great tool facilitating at home/palliative care for sick dog,5.0,"I have an elder dog with terminal cancer+seizures at home and the Furbo facilitates caring for her while I am at work/away from home. I can keep an eye on her, be alerted when there is movement (potential seizure) and even dispense medication (pill pocket treats+medication). This item should be advertised more for elder dogs/sick dogs!!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 19, 2018",Stop bad behaviour away from home,5.0,"Love Furbo. I caught my dog eating her blanket in the middle of the night on a night shift, I told her to stop using Furbo and it worked ! We had a little stare off for 5 minutes 😂. Then she just went to sleep."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 16, 2017","Works great, highly recommend",5.0,I love being able to watch my dogs and peek in during the day. The notifications that they bark is nice too so that I can check in to see what's going on. You can speak to them and hear what's going on. You can do videos and pictures. It's very clear.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 19, 2020",Great for fur babies,5.0,Amazing I love seeing the fur baby and it’s a small improvement to home security also annoying at times if it sees the same people it will keep notifying you
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 17, 2018",AMAZING!!!,5.0,"This thing is amazing.  Best purchase ever.  We can see our pups, know when they are active, when they are barking and can talk to them through the app on the phone.  Oh and we can also give them treats through the day with the app.  LOVE IT!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 29, 2018",Features of Furbo,1.0,The app is very disappointing... always crashing and not working. What's the point if u cant see your dog or hear hin
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 7, 2020",I love my dog nanny cam,5.0,It’s such a good product. I didn’t have to worry about leaving my dog alone because I could see him whenever I wanted to and could also threw him treats.It gives you notifications whenever your dog is barking or when the cam spots a human. Good purchase
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 13, 2018",Great product! Need more work on the firmware and updates.,4.0,"Love how clear the camera was plus the cute little sound that it makes when dispensing treats for my fur baby. However.... struggling with the connection that drops when I step into my home as I am currently running on 5G and only excepts 2G line. Moreover, I can’t get the firmware update completed. It cuts off at 70%...... whatttt????"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 26, 2019",Amazing,5.0,This product gives me a peace of mind when leaving my dogs home alone. It allows for me to keep an eye on them when I’m away at work or running errands. I have had no issues with furbo but know through the Furbo Facebook Group that the Furbo customer service representatives are very helpful. Furbo is worth every penny!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 28, 2018",Furbo Dog Camera,4.0,"The unit works better then expected.  Our dog is very afraid of the noise it makes when it gives treats, our friends found the same thing with their dog.  We do not use the treat expel function, otherwise it works as advertised, very easy to set up."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2019",Good camera for pets with alexa control,4.0,Good camera with bark detection for dogs when you're away from home. Also it supports alexa so it's easy to turn it on or off with your voice!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 26, 2019",Worthwhile Investment,5.0,"Great if you work long hours. Obviously not perfect as you still need a well behaved, happy dog ... so it doesn’t substitute regular walks, runs and cuddling !!!Overall piece of mind ❤️"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 20, 2019",Peace of mind when I’m not home,5.0,"Love that I get notifications if my dogs bark or even if it spots a person in my home. My dogs are a little afraid of the treat dispenser, so I leave that feature alone. Over all I love it. It was super easy toInstall and the camera works very well!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 13, 2020","Works well, is fun",4.0,"It is fun to use and nice to know when your dogs are barking when you are not home. I also enjoy the Doggie Diary.  It was very easy to set up and use.  You have to find the right size treats for the treat thrower, make sure they are not too big. The smart alert is also a good feature."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 7, 2021",connection issues,2.0,having alot of issues connecting when not on wifi...which is the whole point of it...not happyso far...the tossing treat thing is kind of neat but doesn't make up for the usability of the product.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 16, 2020",Wifi signal is crap,1.0,"Absolutely a shame of a company. I could get better wifi signal  than 5ft with all my other devices except for this one. Buyer beware, this thing won’t work outside of 5ft radius from the router. So much potential though"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 29, 2018",Exceeded my expectations,4.0,"I got this to use for my cats - to check in on them, and also to use as a security system - to check in on my house while not there. Camera and audio are great. Cats are getting the hang of the treats. My sphynx cat is very dog like and he took to it immediately. In one day he knows to sit in front of it and wait for his treats. Having lots of fun with it. Loving the selfie option which I dub a meow-fie!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 23, 2017",Lenny loves the Furbo,5.0,Very happy with the Furbo! Works well on our wifi system!  I love getting to see my boy while I’m at work and toss him treats! I definitely recommend this purchase for the dog lovers out there :)
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 28, 2020",Does exactly what was expected and a bit more,5.0,Great training tool for our pooch. Provides an added extra of home security for the teenagers too when we are out and they thought it was just for the dog. The connectivity works terrific on wifi or 3G.5 stars all around.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 6, 2019",Love it!,5.0,Absolutely love it! It is so worth it . I’m not worried about my 4 month old puppy like I used to be before. I can keep an eye on him I get notifications when he barks and loves it when I speak to him on furbo. The treat tossing really helps !
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 21, 2019",Overall it's a good product,4.0,"Love this for checking in on my dogs, talking to them. Having some issues with the treat tossing features, keeps getting jammed up. The Furbo app has glitched out and closed down occasionally on me, but that could just be the connection. Glad I got it on prime day and saved $100. I don't think it's worth $300."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2019",Happy customer,5.0,"So easy! So convenient! I love the microphone feature - it’s funny to see my cats’ reaction to hearing my voice while I’m gone 😂😂I also use this as a safety feature for my home.Overall, very happy!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 9, 2020",Super produit!,5.0,"J’adore ce produit! Nous l’utilisons lorsque nous quittons la maison et ca nous permet de jeter un coup d’oeil à notre chien. De plus, le systeme de distribution de gaterie c’est genial! Les alertes lorsque le chien aboie c’est aussi très pratique! Seul bémol, il peut tirer plus d’une gaterie à la fois."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 23, 2020",Connection problems.,1.0,The product was absolutely awesome.... for the first 4 hours. Then it wouldn’t connect and I couldn’t get it to connect to my phone while I was at work.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 6, 2019",My dog is never alone!,5.0,Great concept to make sure that I can check up on my dog all the time. It was simple to assemble and connect. It's fun to throw the treats. I bought this over a year ago and is still running without any problems.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 21, 2020",Very good,5.0,"The furbo is amazing if like me you get anxious when you leave your dog alone while you work. He was scared of it at first but soon realized it gave him treats so he got used to it.On the other hand I woke up this morning and he had pooped all over it, I don’t know if that’s a sign or respect or not."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 23, 2018",Easy to install and it does everything they advertise!!,5.0,Amazing....super happy...great video quality..and the treats being tossed is superb..App was easy to install and it took all but 3 steps to have my Furbo up and runningEasy to install. A+++
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 22, 2018","Very useful, as a pet owner. But mine had signs of use",2.0,"Product works really well and I get allot of enjoyment from it. The only reason I'm giving 3 stars is because the unit had clearly been used before. Had crumbs, smudge on the outside and had no treats."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 25, 2019",Doesn't match the hype,2.0,I feel like this is very overpriced for what it does. Going back in time I wish I bought a regular web cam. I constantly have to reset it to make sure I can actually use the web cam. I feel there are better options on the market.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 12, 2020",Worth every penny,5.0,Best money spent on a unnecessary item ever.Love being able to check in on the dog whenever I want.  Easy to upload videos and photos.The bark alert is an excellent feature.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 3, 2020",Best investment yet for my dog,5.0,Furbo has the best features. I love the dog nanny feature that watches out for things in the home. I feel safer and more confident leaving my fur baby home.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 30, 2019",Nice dog cam,5.0,"Bought it on the prime day, it was much cheaper. My friends all recommended me to get one dog cam, most of them used Furbo and love it. However, you have to get treats of right size, otherwise they can’t come out"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 20, 2021",Very dissapointing,1.0,"Very dissapointed in this product. It worked fine for the first year, but then the video turned red, and they wouldn't help repair it without having to purchase a whole new unit. Extremely dissapointed and would not recommend at all."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 8, 2020",I use it for my cat,4.0,I actually bought Furbo for my cat. Night vision can be spotty sometimes but other than that everything works fine. Although I should mention the bark function only works if your cat is a loud meower
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 15, 2021",DOESNT WORK.. WASTE,1.0,DOES NOT WORK.Wasted a lot on this one. Product doesn't work and all they do for support is put me through hoops I've already been through. Unfortunate as it is a 5 star idea but a 1 star execution and customer service experience.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 30, 2019",A Great Pet Camera,5.0,I like everything about this dog camera and also my dogs love it. We can see what they’re  doing when we’re not home. Alittle high end for pricing but it’s truly a great product.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 11, 2018",Overall features and dog quickly recognized it with treat toss option,5.0,"Just like advertised and video promo. Software glitchy occasionally but hope future firmware will improve. Packaging to setup excellent, doesn't take muck to get it running. Need to try away from home. Wish cloud storage was free"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 17, 2020",Amazing,5.0,"A little bigger then thought, however an amazing machine for my dog while we are away"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 14, 2020",Dog got fat,5.0,Purchased it for my daughters dog.  My daughter took the software from us because we were dispensing too many treats when she was at work.  The dog got fat.  Ops!!!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 20, 2019",Works as described.,4.0,"Works as described.  Best part is the Doggy Dairy at the end of the day, which sometimes works.  Does jam up with treats often, even when using recommended treats.  Disappointing thing is that you have to pay for the apps after the free trial."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 2, 2019",Awesome,5.0,Gave this to my daughter as a Christmas gift for her dog Joey. She loves the Furbo. Joey understands when spoken to .  Two thumbs way up.  Highly recommend
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 4, 2020",pretty decent,4.0,"Good camera quality, overall it works and has helped us deal well with a dog with separation anxiety. It was recommended by our dog behaviourist...it can work if you use it right depending on your dog."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 17, 2018",It is so nice to see if they are upset while we are ...,4.0,We have two rescue dogs with separation anxiety. It is so nice to see if they are upset while we are out. I am able to talk to them and reassure them. They run to the Furbo right away to get the treats.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 10, 2019",Love! Love!,5.0,"Your browser does not support HTML5 video.


   My two doggies and I absolutely love Furbo!! To be able to check in and send them treats throughout the day is awesome!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 23, 2018",Very happy with my Furbo purchase so far,5.0,"Very happy with my Furbo purchase so far! We recently got a pup and yesterday was my first day back at work since getting him. Having the Furbo set up at home and being able to see, talk, and throw treats to my fur baby gave me peace of mind when leaving him home alone. Highly recommended if the price doesn't scare you!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 12, 2020",Good product but can’t connect to multiple devices,4.0,"Good product, good quality. However I was not able to connect the furbo to a second phone which is disappointing. It should be easy but it’s not with the app."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 5, 2020",Best purchase ever,3.0,This the best purchase I have made in my life. It helps me interact with my dog when I’m at work and it really helped with my pups separation anxiety. I absolutely love this
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 21, 2018",Love it!,4.0,"Super happy to be able to see my puppies at home! Sound and picture work great and I love having the option to talk to them and throw them treats while I am at work.Only disadvantage is the squeak sound sometimes does not shut off and I have to move the Furbo. Not sure is this is a glitch or a problem with just ours.Would recommend the treats that go with it as regular treats get stuck, ever if broken down into smaller pieces."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 29, 2019",Good camera and fun for the dogs,5.0,"My pup Macy loves her new Furbo and I’m glad to be able to keep an eye on her and her sister Miika. I’ve placed it up high, afraid they’d destroy it to get at the treats inside if it was a dog-level. As a result, I don’t get the best views. I appreciate the barking alerts."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 11, 2020",Love it,5.0,Got it today. In love with it. I can't wait for the mini to come out!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 15, 2020",Frustrating,3.0,It’s fine but it doesn’t always connect with my phone and we have high speed internet. Frustrating...
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 21, 2017",Love communicating with my pup!,5.0,"I love that I get to stay connected to my dog while I'm out. I often worry he barks too much when I'm not around, but now I get notifications and can distract him by talking to him or tossing a treat. Such a great feature! And the whole thing was easy to set up! This is a great product for pet owners want to interact with their pets when they're away from home."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 1, 2018",It really works,5.0,"Such a great product... It really does work, my dog has extreme separation anxiety & it's by far the best training product I've used to help him. I love that it alerts me when he's barking & I can check up on him when I'm at work. I love that I can talk to him and calm him down & give him treats. Plus its a great security feature as well. 5 star for sure!!!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 19, 2018",I love this Furbo!,5.0,"This works great. Can't use the treat dispenser feature, because my dog will just whine at it all day, but it's nice to be able to see what the lil' gremlin is up to while I'm away."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 30, 2019",Great for cats,5.0,Got this for my mom and she loves it. We use it for our two young cats and they interact quite well with it! Whenever they hear us talking through the microphone they rush over because they know they might get treats.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 5, 2019",La sécurité est plus facile,4.0,Je trouve que la vision périphérique très bonne mais pas assez bas . Je garde le Furbo élevé pour que le chien ne l’atteigne pas mais si trop haut ont ne le vois pas. Je dois être assez proche pour lui donner des traites.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 31, 2016",FANTASTIC!,5.0,"LOVE THIS!! When moving to an apartment from a house this made all the difference in training my dogs to stop barking. It also gave me peace of mind to be able to check in on my dogs whenever I wanted, from wherever I was... fantastic product."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 20, 2017",Furbo is a WINNER for me and my pup,5.0,"Furbo, you are the perfect pup companion!  I'm SO glad I got you. And could you be any easier or simple to set up? Wowza."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 4, 2019",My dog loves our new toy!,5.0,This is a fun toy for all. I’ve found it useful and really fun. My dogs loving the treats and is figuring out where to stand when she hears the squeak before it tosses her a treat. She’s got it so the treats hit her now. 😂
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 25, 2019",The treat hole get blocked stopping the ejector from ejecting.,3.0,"Worked well for a week and then for a reason I do not understand the treat ejector stopped working.  The destabilizing wheel popped up.  I pushed it down, and Furbo worked OK for a while then feeder hole filled up with treats.  Will need to investigate.  Alert works well as does the camera."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 8, 2018",Although I love being able to check on my fur babies while ...,2.0,"Although I love being able to check on my fur babies while I am at work, I can’t hear them, and am 85% sure they can not hear me either. They are also terrified of the treat thrower, it’s very loud!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 23, 2018",As Described,3.0,I like our furbo but it's not really worth it's price! I use it to ensure my dog isn't barking but now that he's better I rarely use it.
